	Term1	Term2	String1	String2	wikidata_iri_1	wikidata_iri_2	Mean	StdDev	RawScores
456	blue_ridge_mountains	chelsea_f.c.	Blue Ridge Mountains	Chelsea F.C.	http://www.wikidata.org/entity/Q166755	http://www.wikidata.org/entity/Q9616	7.25	10.3047	[1, 3, 25, 0]
457	mount_etna	alfa_romeo	Mount Etna	Alfa Romeo	http://www.wikidata.org/entity/Q16990	http://www.wikidata.org/entity/Q26921	7.25	9.4174	[0, 6, 23, 0]
458	rome	mercedes-benz	Rome	Mercedes-Benz	http://www.wikidata.org/entity/Q220	http://www.wikidata.org/entity/Q36008	7.25	8.2272	[0, 9, 0, 20]
459	himeji_castle	euphrates	Himeji Castle	Euphrates	http://www.wikidata.org/entity/Q188754	http://www.wikidata.org/entity/Q34589	7.25	12.5574	[0, 0, 0, 29]
460	mcdonald's	dow_chemical_company	McDonald's	Dow Chemical Company		http://www.wikidata.org/entity/Q855639	7.0	8.5732	[21, 0, 7, 0]
461	cnn	international_atomic_energy_agency	CNN	International Atomic Energy Agency	http://www.wikidata.org/entity/Q48340	http://www.wikidata.org/entity/Q41984	7.0	12.1244	[0, 0, 0, 28]
462	indian_air_force	new_york_city_ballet	Indian Air Force	New York City Ballet	http://www.wikidata.org/entity/Q330658	http://www.wikidata.org/entity/Q1336942	6.8	13.6	[0, 0, 0, 0, 34]
463	nikolai_rimsky-korsakov	social_security_administration	Nikolai Rimsky-Korsakov	Social Security Administration	http://www.wikidata.org/entity/Q93227	http://www.wikidata.org/entity/Q2824618	6.8	13.6	[0, 0, 0, 34, 0]
464	miles_davis	mississippi_river	Miles Davis	Mississippi River	http://www.wikidata.org/entity/Q93341	http://www.wikidata.org/entity/Q1497	6.8	13.6	[0, 0, 34, 0, 0]
465	mexico_city	spanish_navy	Mexico City	Spanish Navy	http://www.wikidata.org/entity/Q1489	http://www.wikidata.org/entity/Q676404	6.8	10.0876	[0, 8, 0, 26, 0]
466	stephen_colbert	united_states_environmental_protection_agency	Stephen Colbert	United States Environmental Protection Agency	http://www.wikidata.org/entity/Q212886	http://www.wikidata.org/entity/Q460173	6.75	11.6913	[27, 0, 0, 0]
467	taylor_swift	facebook	Taylor Swift	Facebook	http://www.wikidata.org/entity/Q26876	http://www.wikidata.org/entity/Q355	6.75	7.4624	[18, 0, 9, 0]
468	martha_stewart	gautama_buddha	Martha Stewart	Gautama Buddha	http://www.wikidata.org/entity/Q234606	http://www.wikidata.org/entity/Q9441	6.75	6.7593	[14, 0, 0, 13]
469	bill_gates	dow_chemical_company	Bill Gates	Dow Chemical Company	http://www.wikidata.org/entity/Q5284	http://www.wikidata.org/entity/Q855639	6.6	8.3809	[2, 0, 9, 22, 0]
470	blue_ridge_mountains	cnn	Blue Ridge Mountains	CNN	http://www.wikidata.org/entity/Q166755	http://www.wikidata.org/entity/Q48340	6.4	9.8509	[1, 3, 2, 26, 0]
471	napoleon	dominican_republic	Napoleon	Dominican Republic	http://www.wikidata.org/entity/Q517	http://www.wikidata.org/entity/Q786	6.2	11.4088	[1, 29, 0, 1, 0]
472	africa	italian_army	Africa	Italian Army	http://www.wikidata.org/entity/Q15	http://www.wikidata.org/entity/Q796411	6.0	6.6332	[8, 0, 0, 16]
473	mount_etna	national_labor_relations_board	Mount Etna	National Labor Relations Board	http://www.wikidata.org/entity/Q16990	http://www.wikidata.org/entity/Q3024155	6.0	12.0	[0, 0, 0, 30, 0]
474	yandang_mountains	people's_liberation_army	Yandang Mountains	People's Liberation Army	http://www.wikidata.org/entity/Q21283576	http://www.wikidata.org/entity/Q200106	6.0	10.3923	[0, 0, 24, 0]
475	gary_oldman	rumi	Gary Oldman	Rumi	http://www.wikidata.org/entity/Q83492	http://www.wikidata.org/entity/Q43347	6.0	8.2462	[0, 4, 20, 0]
476	danielle_steel	lithuania	Danielle Steel	Lithuania	http://www.wikidata.org/entity/Q72653	http://www.wikidata.org/entity/Q37	6.0	6.0	[0, 0, 12, 12]
477	beijing	european_court_of_human_rights	Beijing	European Court of Human Rights	http://www.wikidata.org/entity/Q956	http://www.wikidata.org/entity/Q122880	6.0	9.8234	[0, 1, 23, 0]
478	tom_brady	forbidden_city	Tom Brady	Forbidden City	http://www.wikidata.org/entity/Q313381	http://www.wikidata.org/entity/Q80290	5.8	8.2559	[0, 3, 4, 22, 0]
479	americorps	university_of_glasgow	AmeriCorps	University of Glasgow	http://www.wikidata.org/entity/Q511243	http://www.wikidata.org/entity/Q192775	5.8	7.4404	[0, 11, 0, 0, 18]
480	american_heart_association	google	American Heart Association	Google	http://www.wikidata.org/entity/Q464880	http://www.wikidata.org/entity/Q95	5.8	11.1068	[0, 1, 0, 28, 0]
481	united_states_department_of_agriculture	boston_pops_orchestra	United States Department of Agriculture	Boston Pops Orchestra	http://www.wikidata.org/entity/Q501542	http://www.wikidata.org/entity/Q2263983	5.8	10.6094	[1, 1, 0, 27, 0]
482	new_delhi	liberia	New Delhi	Liberia	http://www.wikidata.org/entity/Q987	http://www.wikidata.org/entity/Q1014	5.75	9.9593	[23, 0, 0, 0]
483	abraham_lincoln	asia	Abraham Lincoln	Asia	http://www.wikidata.org/entity/Q91	http://www.wikidata.org/entity/Q48	5.75	7.1545	[3, 2, 18, 0]
484	kim_jong-il	international_olympic_committee	Kim Jong-il	International Olympic Committee	http://www.wikidata.org/entity/Q10665	http://www.wikidata.org/entity/Q40970	5.75	9.9593	[0, 0, 23, 0]
485	magnus_v_of_norway	ringo_starr	Magnus V of Norway	Ringo Starr	http://www.wikidata.org/entity/Q350213	http://www.wikidata.org/entity/Q2632	5.6	10.707	[1, 0, 0, 0, 27]
486	hamburg	university_of_toronto	Hamburg	University of Toronto	http://www.wikidata.org/entity/Q1055	http://www.wikidata.org/entity/Q180865	5.6	5.9532	[3, 10, 15, 0, 0]
487	akira_kurosawa	la_galaxy	Akira Kurosawa	LA Galaxy	http://www.wikidata.org/entity/Q8006	http://www.wikidata.org/entity/Q204357	5.5	9.5263	[0, 0, 22, 0]
488	anton_chekhov	museo_del_prado	Anton Chekhov	Museo del Prado	http://www.wikidata.org/entity/Q5685	http://www.wikidata.org/entity/Q160112	5.5	9.5263	[0, 22, 0, 0]
489	cairo	cirque_du_soleil	Cairo	Cirque du Soleil	http://www.wikidata.org/entity/Q85	http://www.wikidata.org/entity/Q504715	5.5	7.3993	[18, 0, 4, 0]
490	lionel_messi	albania	Lionel Messi	Albania	http://www.wikidata.org/entity/Q615	http://www.wikidata.org/entity/Q222	5.5	9.5263	[0, 0, 0, 22]
491	pythagoras	stanford_university	Pythagoras	Stanford University	http://www.wikidata.org/entity/Q10261	http://www.wikidata.org/entity/Q41506	5.4	6.9742	[10, 0, 0, 0, 17]
492	rosario_dawson	cuba	Rosario Dawson	Cuba	http://www.wikidata.org/entity/Q228692	http://www.wikidata.org/entity/Q241	5.4	6.6813	[0, 12, 0, 15, 0]
493	edinburgh	european_space_agency	Edinburgh	European Space Agency	http://www.wikidata.org/entity/Q23436	http://www.wikidata.org/entity/Q42262	5.4	10.8	[27, 0, 0, 0, 0]
494	louis_xiv_of_france	mississippi_river	Louis XIV of France	Mississippi River	http://www.wikidata.org/entity/Q7742	http://www.wikidata.org/entity/Q1497	5.4	7.9145	[3, 3, 0, 21, 0]
495	small_business_administration	vienna_philharmonic	Small Business Administration	Vienna Philharmonic	http://www.wikidata.org/entity/Q495354	http://www.wikidata.org/entity/Q154685	5.25	9.0933	[0, 0, 0, 21]
496	barack_obama	taylor_swift	Barack Obama	Taylor Swift	http://www.wikidata.org/entity/Q76	http://www.wikidata.org/entity/Q26876	5.25	5.5396	[13, 0, 8, 0]
497	hammurabi_i	christ	Hammurabi i	Jesus		http://www.wikidata.org/entity/Q302	5.0	7.0356	[0, 0, 3, 17]
498	bhutan	forbidden_city	Bhutan	Forbidden City	http://www.wikidata.org/entity/Q917	http://www.wikidata.org/entity/Q80290	5.0	7.5498	[2, 0, 18, 0]
499	hammurabi_i	syria	Hammurabi i	Syria		http://www.wikidata.org/entity/Q858	5.0	8.6603	[0, 0, 20, 0]
500	shanghai	boeing	Shanghai	Boeing	http://www.wikidata.org/entity/Q8686	http://www.wikidata.org/entity/Q66	5.0	7.5498	[18, 0, 2, 0]
501	cao_cao	gautama_buddha	Cao Cao	Gautama Buddha	http://www.wikidata.org/entity/Q204077	http://www.wikidata.org/entity/Q9441	5.0	8.6603	[20, 0, 0, 0]
502	iran	river_thames	Iran	River Thames	http://www.wikidata.org/entity/Q794	http://www.wikidata.org/entity/Q19686	5.0	8.6603	[0, 0, 0, 20]
503	ludwig_van_beethoven	rosa_parks	Ludwig van Beethoven	Rosa Parks	http://www.wikidata.org/entity/Q255	http://www.wikidata.org/entity/Q41921	4.8	6.1774	[0, 9, 0, 0, 15]
504	phoenix_suns	conagra_foods	Phoenix Suns	ConAgra Foods	http://www.wikidata.org/entity/Q164177	http://www.wikidata.org/entity/Q1123399	4.8	6.4	[0, 8, 16, 0, 0]
505	justin_bieber	sophocles	Justin Bieber	Sophocles	http://www.wikidata.org/entity/Q34086	http://www.wikidata.org/entity/Q7235	4.75	5.7173	[0, 5, 14, 0]
506	mount_kenya	university_of_oxford	Mount Kenya	University of Oxford	http://www.wikidata.org/entity/Q172070	http://www.wikidata.org/entity/Q34433	4.75	6.139	[0, 4, 0, 15]
507	russia	american_ballet_theatre	Russia	American Ballet Theatre	http://www.wikidata.org/entity/Q159	http://www.wikidata.org/entity/Q463443	4.75	6.6097	[0, 3, 16, 0]
508	gautama_buddha	vatican_hill	Gautama Buddha	Vatican Hill	http://www.wikidata.org/entity/Q9441	http://www.wikidata.org/entity/Q1053000	4.75	8.2272	[0, 0, 19, 0]
509	italy	national_endowment_for_the_arts	Italy	National Endowment for the Arts	http://www.wikidata.org/entity/Q38	http://www.wikidata.org/entity/Q1967116	4.6	4.0299	[5, 9, 0, 9, 0]
510	cher	mozambique	Cher	Mozambique	http://www.wikidata.org/entity/Q12003	http://www.wikidata.org/entity/Q1029	4.6	5.1225	[5, 4, 0, 14, 0]
511	himalayas	england	Himalayas	England	http://www.wikidata.org/entity/Q5451	http://www.wikidata.org/entity/Q21	4.6	4.9234	[0, 3, 13, 0, 7]
512	taylor_swift	lamborghini	Taylor Swift	Lamborghini	http://www.wikidata.org/entity/Q26876	http://www.wikidata.org/entity/Q35886	4.6	7.7356	[1, 0, 2, 20, 0]
513	vladimir_lenin	london	Vladimir Lenin	London	http://www.wikidata.org/entity/Q1394	http://www.wikidata.org/entity/Q84	4.5	5.3151	[0, 0, 13, 5]
514	mikhail_gorbachev	libertarian_party	Mikhail Gorbachev	Libertarian Party	http://www.wikidata.org/entity/Q30487	http://www.wikidata.org/entity/Q3306657	4.5	7.7942	[0, 0, 0, 18]
515	george_w._bush	london	George W. Bush	London	http://www.wikidata.org/entity/Q207	http://www.wikidata.org/entity/Q84	4.5	7.7942	[0, 0, 0, 18]
516	peter_o'toole	new_york_city	Peter O'Toole	New York City		http://www.wikidata.org/entity/Q60	4.5	6.1847	[0, 15, 3, 0]
517	greenland	mcdonald's	Greenland	McDonald's	http://www.wikidata.org/entity/Q223	http://www.wikidata.org/entity/Q38076	4.4	8.309	[0, 1, 0, 21, 0]
518	europe	electronic_frontier_foundation	Europe	Electronic Frontier Foundation	http://www.wikidata.org/entity/Q46	http://www.wikidata.org/entity/Q624023	4.25	5.166	[0, 3, 13, 1]
519	federal_highway_administration	mcdonald's	Federal Highway Administration	McDonald's	http://www.wikidata.org/entity/Q800112	http://www.wikidata.org/entity/Q38076	4.25	4.603	[6, 0, 0, 11]
520	grand_canyon	federal_highway_administration	Grand Canyon	Federal Highway Administration	http://www.wikidata.org/entity/Q118841	http://www.wikidata.org/entity/Q800112	4.25	7.3612	[0, 0, 0, 17]
521	national_museum_of_rome	matterhorn	National Roman Museum	Matterhorn	http://www.wikidata.org/entity/Q1135392	http://www.wikidata.org/entity/Q1374	4.25	5.3092	[0, 0, 13, 4]
522	alexander_hamilton	europe	Alexander Hamilton	Europe	http://www.wikidata.org/entity/Q178903	http://www.wikidata.org/entity/Q46	4.25	6.26	[0, 2, 15, 0]
523	abhishek_bachchan	university_of_the_punjab	Abhishek Bachchan	University of the Punjab	http://www.wikidata.org/entity/Q187058	http://www.wikidata.org/entity/Q1549932	4.25	4.603	[6, 0, 11, 0]
524	winston_churchill	alanis_morissette	Winston Churchill	Alanis Morissette	http://www.wikidata.org/entity/Q8016	http://www.wikidata.org/entity/Q130742	4.2	5.2307	[0, 9, 12, 0, 0]
525	oliver_cromwell	london_symphony_orchestra	Oliver Cromwell	London Symphony Orchestra	http://www.wikidata.org/entity/Q44279	http://www.wikidata.org/entity/Q155805	4.2	5.2307	[14, 0, 0, 2, 5]
526	gautama_buddha	south_korea	Gautama Buddha	South Korea	http://www.wikidata.org/entity/Q9441	http://www.wikidata.org/entity/Q884	4.0	6.9282	[0, 0, 0, 16]
527	united_airways	african_national_congress	United Airways	African National Congress	http://www.wikidata.org/entity/Q1189685	http://www.wikidata.org/entity/Q83162	4.0	7.51	[0, 1, 19, 0, 0]
528	arjuna	frank_zappa	Arjuna	Frank Zappa	http://www.wikidata.org/entity/Q185790	http://www.wikidata.org/entity/Q127330	4.0	4.2426	[6, 0, 10, 0]
529	nikolai_rimsky-korsakov	americorps	Nikolai Rimsky-Korsakov	AmeriCorps	http://www.wikidata.org/entity/Q93227	http://www.wikidata.org/entity/Q511243	4.0	6.9282	[0, 0, 16, 0]
530	stone_cold_steve_austin	fiji	Stone Cold Steve Austin	Fiji	http://www.wikidata.org/entity/Q44313	http://www.wikidata.org/entity/Q712	3.8	7.1106	[0, 1, 0, 18, 0]
531	vienna_philharmonic	bbc_worldwide	Vienna Philharmonic	BBC Worldwide	http://www.wikidata.org/entity/Q154685	http://www.wikidata.org/entity/Q2071905	3.75	3.8971	[9, 0, 6, 0]
532	the_bahamas	bugatti	The Bahamas	Bugatti	http://www.wikidata.org/entity/Q778	http://www.wikidata.org/entity/Q27401	3.75	4.4931	[0, 0, 11, 4]
533	world_boxing_organization	european_space_agency	World Boxing Organization	European Space Agency	http://www.wikidata.org/entity/Q830940	http://www.wikidata.org/entity/Q42262	3.75	4.1458	[0, 5, 0, 10]
534	karl_marx	manchester_united_f.c.	Karl Marx	Manchester United F.C.	http://www.wikidata.org/entity/Q9061	http://www.wikidata.org/entity/Q18656	3.6	6.7112	[0, 1, 0, 17, 0]
535	ludwig_van_beethoven	bugatti	Ludwig van Beethoven	Bugatti	http://www.wikidata.org/entity/Q255	http://www.wikidata.org/entity/Q27401	3.6	6.2482	[0, 2, 0, 0, 16]
536	tony_blair	cameroon	Tony Blair	Cameroon	http://www.wikidata.org/entity/Q9545	http://www.wikidata.org/entity/Q1009	3.5	6.0622	[0, 0, 14, 0]
537	serbia	florida_panthers	Serbia	Florida Panthers	http://www.wikidata.org/entity/Q403	http://www.wikidata.org/entity/Q204623	3.4	4.9234	[1, 3, 0, 13, 0]
538	italian_army	virgin_media	Italian Army	Virgin Media	http://www.wikidata.org/entity/Q796411	http://www.wikidata.org/entity/Q1199764	3.25	3.6997	[9, 0, 4, 0]
539	confucius	second_vatican_council	Confucius	Second Vatican Council	http://www.wikidata.org/entity/Q4604	http://www.wikidata.org/entity/Q169789	3.25	3.4187	[0, 5, 0, 8]
540	fc_seoul	national_endowment_for_the_arts	F.C. Seoul	National Endowment for the Arts	http://www.wikidata.org/entity/Q482406	http://www.wikidata.org/entity/Q1967116	3.2	6.4	[16, 0, 0, 0, 0]
541	queen_victoria	peter_o'toole	Queen Victoria	Peter O'Toole	http://www.wikidata.org/entity/Q9439	http://www.wikidata.org/entity/Q103876	3.0	5.1962	[0, 0, 12, 0]
542	dwayne_johnson	national_collegiate_athletic_association	Dwayne Johnson	National Collegiate Athletic Association		http://www.wikidata.org/entity/Q271805	3.0	6.0	[0, 0, 15, 0, 0]
543	ronald_reagan	catskill_mountains	Ronald Reagan	Catskill Mountains	http://www.wikidata.org/entity/Q9960	http://www.wikidata.org/entity/Q630566	3.0	5.1962	[12, 0, 0, 0]
544	air_canada	samsung_electronics	Air Canada	Samsung Electronics	http://www.wikidata.org/entity/Q185339	http://www.wikidata.org/entity/Q20718	3.0	3.6742	[9, 0, 3, 0]
545	ivan_the_terrible	technical_university_munich	Ivan the Terrible	Technical University Munich	http://www.wikidata.org/entity/Q7996	http://www.wikidata.org/entity/Q157808	3.0	4.6368	[0, 11, 1, 0]
546	united_states	hezbollah	United States	Hezbollah	http://www.wikidata.org/entity/Q30	http://www.wikidata.org/entity/Q41053	3.0	4.6476	[3, 0, 12, 0, 0]
547	mahatma_gandhi	new_zealand	Mahatma Gandhi	New Zealand	http://www.wikidata.org/entity/Q1001	http://www.wikidata.org/entity/Q664	2.8	3.6551	[5, 0, 0, 9, 0]
548	burkina_faso	americorps	Burkina Faso	AmeriCorps	http://www.wikidata.org/entity/Q965	http://www.wikidata.org/entity/Q511243	2.8	3.4871	[0, 6, 8, 0, 0]
549	karl_marx	tsing_hua_university	Karl Marx	Tsinghua University	http://www.wikidata.org/entity/Q9061	http://www.wikidata.org/entity/Q16955	2.8	5.1147	[13, 0, 1, 0, 0]
550	south_korea	mount_etna	South Korea	Mount Etna	http://www.wikidata.org/entity/Q884	http://www.wikidata.org/entity/Q16990	2.8	5.6	[0, 0, 0, 14, 0]
551	brad_pitt	church_of_scientology	Brad Pitt	Church of Scientology	http://www.wikidata.org/entity/Q35332	http://www.wikidata.org/entity/Q1820380	2.75	4.7631	[0, 0, 0, 11]
552	zagreb	rocky_mountains	Zagreb	Rocky Mountains	http://www.wikidata.org/entity/Q1435	http://www.wikidata.org/entity/Q5463	2.75	4.2057	[0, 1, 10, 0]
553	edmonton_oilers	united_nations_human_rights_council	Edmonton Oilers	United Nations Human Rights Council	http://www.wikidata.org/entity/Q205973	http://www.wikidata.org/entity/Q205650	2.75	4.7631	[0, 0, 11, 0]
554	the_louvre	british_airways	The Louvre	British Airways	http://www.wikidata.org/entity/Q19675	http://www.wikidata.org/entity/Q8766	2.75	4.7631	[0, 0, 11, 0]
555	aishwarya_rai	vatican_city	Aishwarya Rai	Vatican City	http://www.wikidata.org/entity/Q47059	http://www.wikidata.org/entity/Q237	2.75	3.2692	[8, 0, 3, 0]
556	groucho_marx	crimean_mountains	Groucho Marx	Crimean Mountains	http://www.wikidata.org/entity/Q103846		2.6	3.3823	[3, 9, 0, 0, 1]
557	martin_luther	north_america	Martin Luther	North America	http://www.wikidata.org/entity/Q9554	http://www.wikidata.org/entity/Q49	2.5	2.6926	[0, 2, 1, 7]
558	mahatma_gandhi	seoul	Mahatma Gandhi	Seoul	http://www.wikidata.org/entity/Q1001	http://www.wikidata.org/entity/Q8684	2.5	2.5981	[0, 4, 0, 6]
559	frank_zappa	india	Frank Zappa	India	http://www.wikidata.org/entity/Q127330	http://www.wikidata.org/entity/Q668	2.5	4.3301	[0, 10, 0, 0]
560	cao_cao	george_clooney	Cao Cao	George Clooney	http://www.wikidata.org/entity/Q204077	http://www.wikidata.org/entity/Q23844	2.4	2.9394	[6, 0, 0, 0, 6]
561	george_clooney	habitat_for_humanity	George Clooney	Habitat for Humanity	http://www.wikidata.org/entity/Q23844	http://www.wikidata.org/entity/Q1192147	2.3333	4.3716	[0, 0, 0, 11, 0, 0, 0, 10, 0]
562	kim_jong-il	iran	Kim Jong-il	Iran	http://www.wikidata.org/entity/Q10665	http://www.wikidata.org/entity/Q794	2.25	3.3448	[0, 8, 1, 0]
563	europe	mississippi_river	Europe	Mississippi River	http://www.wikidata.org/entity/Q46	http://www.wikidata.org/entity/Q1497	2.25	2.4875	[6, 0, 3, 0]
564	wyoming	lebanon	Wyoming	Lebanon	http://www.wikidata.org/entity/Q1214	http://www.wikidata.org/entity/Q822	2.25	2.8614	[7, 2, 0, 0]
565	lagos	eton_college	Lagos	Eton College	http://www.wikidata.org/entity/Q8673	http://www.wikidata.org/entity/Q192088	2.25	3.8971	[0, 0, 0, 9]
566	mississippi_river	moscow_kremlin	Mississippi River	Moscow Kremlin	http://www.wikidata.org/entity/Q1497	http://www.wikidata.org/entity/Q133274	2.25	2.8614	[0, 7, 0, 2]
567	vienna_philharmonic	ferrari	Vienna Philharmonic	Ferrari	http://www.wikidata.org/entity/Q154685	http://www.wikidata.org/entity/Q27586	2.2	2.8566	[4, 0, 0, 7, 0]
568	mexico_city	catskill_mountains	Mexico City	Catskill Mountains	http://www.wikidata.org/entity/Q1489	http://www.wikidata.org/entity/Q630566	2.2	3.4871	[9, 0, 2, 0, 0]
569	julian_assange	afghanistan	Julian Assange	Afghanistan	http://www.wikidata.org/entity/Q360	http://www.wikidata.org/entity/Q889	2.0	3.5214	[0, 0, 1, 0, 9]
570	nigeria	miller_brewing_company	Nigeria	Miller Brewing Company	http://www.wikidata.org/entity/Q1033	http://www.wikidata.org/entity/Q658637	2.0	2.9155	[1, 0, 7, 0]
571	bhutan	new_york_mercantile_exchange	Bhutan	New York Mercantile Exchange	http://www.wikidata.org/entity/Q917	http://www.wikidata.org/entity/Q120233	2.0	3.4641	[0, 0, 8, 0]
572	leonard_nimoy	himeji_castle	Leonard Nimoy	Himeji Castle	http://www.wikidata.org/entity/Q16345	http://www.wikidata.org/entity/Q188754	2.0	3.4641	[0, 0, 0, 8]
573	palace_of_versailles	cairo	Palace of Versailles	Cairo	http://www.wikidata.org/entity/Q2946	http://www.wikidata.org/entity/Q85	2.0	2.0	[0, 4, 4, 0]
574	angela_merkel	moscow	Angela Merkel	Moscow	http://www.wikidata.org/entity/Q567	http://www.wikidata.org/entity/Q649	2.0	2.4495	[0, 2, 0, 6]
575	j._r._r._tolkien	london_school_of_economics	J.R.R. Tolkien	London School of Economics		http://www.wikidata.org/entity/Q174570	2.0	2.9155	[0, 7, 1, 0]
576	south_korea	university_of_cambridge	South Korea	University of Cambridge	http://www.wikidata.org/entity/Q884	http://www.wikidata.org/entity/Q35794	2.0	3.4641	[0, 0, 0, 8]
577	athens	national_security_agency	Athens	National Security Agency	http://www.wikidata.org/entity/Q1524	http://www.wikidata.org/entity/Q121194	2.0	2.1213	[0, 3, 0, 5]
578	african_national_congress	air_canada	African National Congress	Air Canada	http://www.wikidata.org/entity/Q83162	http://www.wikidata.org/entity/Q185339	2.0	2.1213	[5, 0, 3, 0]
579	queen_victoria	antonio_banderas	Queen Victoria	Antonio Banderas	http://www.wikidata.org/entity/Q9439	http://www.wikidata.org/entity/Q41548	2.0	3.4641	[8, 0, 0, 0]
580	mikhail_gorbachev	edinburgh	Mikhail Gorbachev	Edinburgh	http://www.wikidata.org/entity/Q30487	http://www.wikidata.org/entity/Q23436	2.0	3.0984	[0, 0, 8, 2, 0]
581	mahatma_gandhi	north_korea	Mahatma Gandhi	North Korea	http://www.wikidata.org/entity/Q1001	http://www.wikidata.org/entity/Q423	2.0	3.4641	[0, 0, 0, 8]
582	magnus_v_of_norway	chelsea_f.c.	Magnus V of Norway	Chelsea F.C.	http://www.wikidata.org/entity/Q350213	http://www.wikidata.org/entity/Q9616	2.0	2.7568	[7, 0, 0, 0, 3]
583	ukraine	phoenix_suns	Ukraine	Phoenix Suns	http://www.wikidata.org/entity/Q212	http://www.wikidata.org/entity/Q164177	1.8	2.2271	[5, 0, 4, 0, 0]
584	mauretania	ohio_state_university	Mauretania	Ohio State University	http://www.wikidata.org/entity/Q309272	http://www.wikidata.org/entity/Q309331	1.8	2.4	[0, 6, 3, 0, 0]
585	colorado_river	royal_geographical_society	Colorado River	Royal Geographical Society	http://www.wikidata.org/entity/Q1265	http://www.wikidata.org/entity/Q691152	1.8	3.6	[0, 0, 9, 0, 0]
586	oscar_wilde	british_airways	Oscar Wilde	British Airways	http://www.wikidata.org/entity/Q30875	http://www.wikidata.org/entity/Q8766	1.75	3.0311	[0, 0, 7, 0]
587	pfizer	manchester_united_f.c.	Pfizer	Manchester United F.C.	http://www.wikidata.org/entity/Q206921	http://www.wikidata.org/entity/Q18656	1.75	2.4875	[0, 6, 1, 0]
588	colin_firth	warsaw	Colin Firth	Warsaw	http://www.wikidata.org/entity/Q162492	http://www.wikidata.org/entity/Q270	1.75	3.0311	[0, 0, 7, 0]
589	paris_saint-germain_f.c.	church_of_scientology	Paris Saint-Germain F.C.	Church of Scientology	http://www.wikidata.org/entity/Q483020	http://www.wikidata.org/entity/Q1820380	1.75	2.4875	[1, 0, 0, 6]
590	odysseus	norway	Odysseus	Norway	http://www.wikidata.org/entity/Q47231	http://www.wikidata.org/entity/Q20	1.75	2.4875	[6, 0, 0, 1]
591	portugal	catskill_mountains	Portugal	Catskill Mountains	http://www.wikidata.org/entity/Q45	http://www.wikidata.org/entity/Q630566	1.6	1.3565	[3, 3, 2, 0, 0]
592	cameroon	chicago_police_department	Cameroon	Chicago Police Department	http://www.wikidata.org/entity/Q1009	http://www.wikidata.org/entity/Q1340186	1.6	2.3324	[0, 0, 2, 0, 6]
593	michael_jordan	world_boxing_organization	Michael Jordan	World Boxing Organization	http://www.wikidata.org/entity/Q41421	http://www.wikidata.org/entity/Q830940	1.6	2.0591	[0, 3, 0, 5, 0]
594	rocky_mountains	united_states_army	Rocky Mountains	United States Army	http://www.wikidata.org/entity/Q5463	http://www.wikidata.org/entity/Q9212	1.5	2.5981	[0, 6, 0, 0]
595	charles_babbage	samsung_electronics	Charles Babbage	Samsung Electronics	http://www.wikidata.org/entity/Q46633	http://www.wikidata.org/entity/Q20718	1.5	2.0616	[0, 5, 1, 0]
596	hirohito	burkina_faso	Hirohito	Burkina Faso	http://www.wikidata.org/entity/Q34479	http://www.wikidata.org/entity/Q965	1.5	2.5981	[0, 0, 0, 6]
597	florida_panthers	social_security_administration	Florida Panthers	Social Security Administration	http://www.wikidata.org/entity/Q204623	http://www.wikidata.org/entity/Q2824618	1.5	2.0616	[0, 1, 0, 5]
598	mexico_city	yangtze_river	Mexico City	Yangtze	http://www.wikidata.org/entity/Q1489	http://www.wikidata.org/entity/Q5413	1.5	2.5981	[0, 0, 6, 0]
599	shanghai_art_museum	catskill_mountains	Shanghai art museum	Catskill Mountains		http://www.wikidata.org/entity/Q630566	1.5	2.5981	[0, 0, 6, 0]
600	daniel_radcliffe	berlin	Daniel Radcliffe	Berlin	http://www.wikidata.org/entity/Q38119	http://www.wikidata.org/entity/Q64	1.5	2.5981	[0, 6, 0, 0]
601	joseph_stalin	river_thames	Joseph Stalin	River Thames	http://www.wikidata.org/entity/Q855	http://www.wikidata.org/entity/Q19686	1.5	2.0616	[5, 0, 1, 0]
602	archimedes	vatican_hill	Archimedes	Vatican Hill	http://www.wikidata.org/entity/Q8739	http://www.wikidata.org/entity/Q1053000	1.5	1.6583	[0, 4, 0, 2]
603	karl_marx	south_america	Karl Marx	South America	http://www.wikidata.org/entity/Q9061	http://www.wikidata.org/entity/Q18	1.25	2.1651	[0, 5, 0, 0]
604	the_church_of_jesus_christ_of_latter-day_saints	university_of_tehran	The Church of Jesus Christ of Latter-day Saints	University of Tehran	http://www.wikidata.org/entity/Q42504	http://www.wikidata.org/entity/Q737835	1.25	1.299	[0, 2, 0, 3]
605	cao_cao	tom_brady	Cao Cao	Tom Brady	http://www.wikidata.org/entity/Q204077	http://www.wikidata.org/entity/Q313381	1.25	1.299	[3, 0, 2, 0]
606	francis_of_assisi	ringo_starr	Francis of Assisi	Ringo Starr	http://www.wikidata.org/entity/Q676555	http://www.wikidata.org/entity/Q2632	1.25	1.299	[0, 3, 2, 0]
607	tom_clancy	north_korea	Tom Clancy	North Korea	http://www.wikidata.org/entity/Q105167	http://www.wikidata.org/entity/Q423	1.25	2.1651	[0, 0, 5, 0]
608	richard_nixon	canada	Richard Nixon	Canada	http://www.wikidata.org/entity/Q9588	http://www.wikidata.org/entity/Q16	1.25	1.6394	[0, 4, 1, 0]
